FacultyName,Course,Comments,Target,Class,Teaching Pedagogy_terms,Teaching Pedagogy_polarity,Knowledge_terms,Knowledge_polarity,Fair in Assessment_terms,Fair in Assessment_polarity,Experience_terms,Experience_polarity,Behavior_terms,Behavior_polarity
Faculty_99,Introduction to Information Te,Sir should be little but more cooperative with students according to me he doesn't gives equal attention to everyone some students who are new to computer should get more attention and cooperation,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,Sir was a little strict but due to his strictness we completed the task on time,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,.,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,.,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,he has effective knowledge of IT but he could not understand the students behavior and level of understanding.,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,Sir gives us helpful knowledge and we can get much information by sir in this subject,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,agree,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,.,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,Teacher was good,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,Ok,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,¿¿,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_99,Introduction to Information Te,.,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Such a nice teachers,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Very informative and creates sense of responsibility towards living and while coping daily life affairs.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Interesting subject,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,"N/A
Please remove history",Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,¿Course is very good as it helps to understand global knowledge.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,This is the best course ever which is full of international knowledge.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Interesting course ha,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,there are too much topics and we have to cover  all if we compare this course with other theoretical courses then there others courses will be equal to this single course,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Interesting subject to understanding the world,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,More news concepts learned through out this semester,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,An interesting subject,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Course is very easy.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Personally this course help me to understand the society and national interests etc,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Very usefull,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,¿The course of IR is very interesting and we gain a lot of knowledge,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Well,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Course is interesting but for this course teacher must involve students participation,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,One of the favourites,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,No remarks,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,IR is one of the most interesting course .,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,This subject is very helpful and good which provides knowledge about the world,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Course is very important for BBA,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,I.R is a must taught course . More social sciences course should be added in schema,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Captivating course,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,There should be another course regards IR.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,It’s interesting subject,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,"Our IR instructor has plenty of knowledge,he literally know every single movement every single conflict happening or happened previously in the world.He has a good grip on his subject even more than that.He always tried to motivate us or provoke us that we are not just 'people' or an ordinary personality we have rights we are strength for our nation.I literally thinks now that i have a responsibility of making myself better.he had made a great impact on me personally i get plenty of knowledge from him.i tried my self to search on it and study about something he describes in class.",Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Nice sir,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,"N/A
Good teacher",Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,"Teacher has a nice and capable personality, he knows how to teach the students. His behavior throughout semester is like friend and taught us in effective way. Due to his efforts and delivering of knowledge, our class learns in smart way.",Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Very well prepared teacher and much disciplined in every class. Always remains fair with every students and have much knowledge go convey to the students. Amazing teacher!,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,"Knowledge ka kabhi kabhi overflow kardaty ha
Jo topic phra raha hota ha wo phir samj nahi ata 
Aur time me inform nahi kartay 
Sir ap ko hamesha hum zombie lagta ha magar asy nahi ha Kabhi khabi class me ziada high light honay sa bacnhy ka Lia bhi khamosh rhna phrta ha 
Kabhi teacher sa interaction karnay ki himmat nahi hoti qk ap baat beech me kaat deta ha aur hum confuse hojatay ha",Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Good teaching skills,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Sir has the knowledge and way to deliver it to students,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Satisfied,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Your a good teacher. Strict paper checker,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,She is very responsible teacher and her ideas and way of explaining is quite good.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Energetic and passionate about IR,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Teacher was very amazing and calm.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Good teachee,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Sir shahrukh is indeed a very good teacher,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Better,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Overall sir is really good but sometimes he don't listen what students are saying what are their suggestions. What are their expectations. Sir sometimes disrespect students on their mistakes and I think this is not a good way,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,"You are an awesome teacher sir,our class is too immature to understand your humour and sarcasm",Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Sir Shahrukh is a very teacher he built up good concepts of international political realm,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Very influencing personality with a effective method of teaching,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_112,International Relations,Sir is very good at teaching his method is very effective and suitable,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
